ID,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
9096,24.7,72.0,31.1,37.2,17.1,3.3,1.08,10.7,541,Good
2156,36.9,98.5,52.8,57.9,40.9,17.6,2.7,3.5,687,Hazardous
7682,20.0,59.6,12.7,15.4,15.8,5.6,0.83,11.1,266,Good
2329,31.2,72.0,0.6,7.1,33.2,14.6,1.96,6.3,631,Poor
4393,17.6,50.5,30.4,34.1,22.5,3.1,0.85,10.1,530,Good
7371,26.3,41.7,8.6,11.4,24.3,2.2,0.95,11.1,243,Good
4206,21.6,77.0,10.3,18.2,24.1,5.0,1.24,5.4,579,Moderate
2905,26.4,43.5,2.9,8.8,26.2,1.5,0.87,11.0,274,Good
4016,41.0,74.5,12.9,30.5,41.7,18.2,1.81,2.9,565,Hazardous
6360,21.0,53.9,23.6,39.2,19.5,7.0,1.07,5.9,584,Moderate
6415,22.3,38.6,23.3,29.9,19.1,5.3,1.14,11.3,450,Good
7501,22.5,44.0,8.8,10.2,21.5,4.9,0.97,11.4,362,Good
931,29.3,63.5,2.2,6.6,22.3,8.1,1.03,11.7,312,Good
3666,24.4,60.5,19.7,25.1,15.4,6.1,0.87,13.6,390,Good
3324,29.2,89.4,36.7,48.6,28.6,12.6,1.5,5.3,344,Moderate
4522,29.7,71.6,7.0,13.3,18.4,1.0,1.1,11.6,233,Good
5875,27.4,82.3,51.4,55.5,28.5,7.3,1.59,9.4,335,Moderate
1395,28.2,78.0,31.4,31.8,10.4,4.7,0.97,16.7,535,Good
5132,36.0,71.3,10.4,18.7,30.0,6.1,1.45,6.3,597,Moderate
9813,27.6,46.7,11.1,15.3,11.5,6.3,0.85,11.6,492,Good
8842,38.1,95.1,21.6,39.3,30.4,18.7,2.19,3.7,860,Hazardous
6730,21.3,65.1,8.8,24.5,27.8,11.5,1.1,6.1,409,Moderate
4523,31.1,89.5,6.5,12.3,20.6,13.6,1.34,8.7,330,Moderate
9237,22.5,48.3,3.6,7.6,13.3,6.2,1.02,13.1,581,Good
5600,32.8,71.3,15.9,18.3,27.2,4.0,1.34,10.5,402,Moderate
4422,30.4,76.0,8.3,16.4,10.9,8.3,1.45,5.4,345,Moderate
7605,30.0,60.6,30.7,44.2,22.9,11.4,1.45,5.3,630,Moderate
7090,22.2,54.9,11.0,15.5,19.6,6.1,1.04,10.5,558,Good
9649,31.5,68.6,70.9,83.2,28.8,12.7,1.43,8.6,393,Moderate
1029,32.1,53.5,3.9,7.4,20.5,3.8,0.9,10.5,588,Good
70,32.9,78.1,7.3,16.5,33.3,15.1,1.43,5.1,584,Moderate
4255,28.8,42.0,15.0,22.5,17.7,5.5,1.01,15.4,347,Good
9028,25.1,76.4,8.7,15.1,26.6,4.9,0.84,11.7,501,Good
9276,36.6,86.3,2.6,12.3,47.2,12.4,2.57,5.3,483,Poor
4664,26.0,70.1,3.9,12.6,22.4,-0.2,1.74,6.6,399,Moderate
2832,38.9,80.9,6.8,20.1,26.6,17.9,1.97,6.9,556,Poor
4115,27.4,81.7,40.7,55.6,22.5,7.0,1.55,12.9,276,Moderate
7044,34.7,86.9,0.5,16.9,26.0,12.0,1.29,4.3,484,Moderate
3094,22.5,80.4,33.3,43.3,27.5,8.0,1.18,8.2,279,Good
1664,25.6,58.8,15.6,22.0,24.0,12.0,1.56,7.2,403,Moderate
8479,32.2,56.4,58.6,74.8,27.3,9.2,1.52,6.5,362,Moderate
2307,29.9,67.7,1.5,3.9,20.6,3.5,0.96,10.2,522,Good
4146,29.2,56.9,20.1,24.8,14.8,6.3,0.97,10.8,219,Good
6483,23.1,64.8,12.3,15.8,10.9,3.7,0.86,12.1,376,Good
5289,26.7,54.8,1.5,4.8,24.2,4.7,1.14,11.6,560,Good
5558,19.6,56.0,10.2,18.2,21.1,4.0,1.04,10.4,408,Good
20,21.2,59.7,13.2,16.7,26.0,4.2,0.93,10.5,512,Good
2676,34.7,69.8,16.8,38.4,39.1,19.7,1.85,3.3,790,Poor
4655,31.2,73.3,73.0,85.4,25.4,20.6,1.49,7.2,459,Moderate
6461,22.5,48.0,1.6,5.1,14.1,7.1,0.95,10.8,463,Good
8914,23.2,60.5,3.8,10.5,24.2,2.3,1.05,10.6,449,Good
5662,31.4,62.0,9.9,23.0,31.2,9.4,1.46,5.1,616,Moderate
5947,21.0,62.5,5.9,10.2,12.6,5.2,0.89,11.3,582,Good
2742,27.1,89.7,47.9,65.1,26.8,9.5,1.75,3.4,519,Poor
7839,25.3,54.5,4.6,8.5,17.2,-0.1,1.05,11.0,428,Good
431,34.8,70.9,6.0,8.0,26.0,-0.3,1.39,5.4,519,Moderate
106,23.7,45.2,8.2,12.1,18.8,4.1,0.94,10.1,273,Good
9880,30.0,59.1,20.9,31.9,28.7,10.7,1.43,5.4,483,Moderate
8039,42.9,97.2,86.4,96.9,22.4,12.0,1.7,6.3,389,Poor
7854,25.7,52.5,5.6,19.8,31.5,5.2,1.61,5.1,349,Moderate
7,33.3,89.6,8.9,15.8,38.4,26.5,2.06,7.2,551,Poor
1150,23.5,68.9,13.4,18.6,14.0,4.8,1.03,11.4,518,Good
7525,30.5,99.0,25.5,45.3,33.3,9.4,1.87,4.3,453,Poor
6844,25.2,50.6,36.8,41.3,27.4,7.2,1.74,5.4,376,Moderate
4317,34.5,66.1,54.8,78.8,31.6,11.5,1.68,8.2,429,Poor
2357,22.7,46.4,9.8,14.0,11.6,5.9,0.98,10.4,435,Good
6868,25.3,69.2,45.9,54.8,21.9,14.2,1.73,6.2,386,Moderate
9227,23.8,85.0,13.1,25.3,25.4,13.7,1.79,6.6,396,Moderate
9622,25.2,74.3,9.7,14.0,25.5,3.7,1.02,10.8,507,Good
6304,30.9,81.4,15.2,35.0,45.0,25.0,3.21,3.1,767,Hazardous
2415,33.9,60.3,1.7,11.1,27.5,5.0,0.83,6.2,386,Good
8880,22.0,87.8,18.2,26.0,29.1,6.7,1.73,6.1,605,Moderate
3595,24.9,90.2,29.2,34.6,21.5,15.5,1.84,5.4,604,Moderate
215,25.3,69.8,4.6,11.6,14.3,4.8,1.03,10.2,382,Good
4667,22.2,53.4,6.7,8.0,24.2,3.0,1.16,10.7,494,Good
608,21.4,73.2,3.6,7.4,25.9,3.8,1.15,15.3,322,Good
3572,24.9,63.7,0.0,3.2,15.0,7.9,1.06,11.6,281,Good
8589,24.1,67.7,0.4,7.5,12.1,8.4,1.03,19.0,572,Good
2547,25.9,97.2,5.7,14.5,23.7,9.9,1.75,7.2,727,Moderate
2000,25.7,62.4,40.1,45.4,30.0,10.8,1.41,6.7,582,Moderate
4755,29.4,78.9,22.8,33.5,23.2,9.1,1.56,5.4,384,Moderate
4695,38.7,94.6,28.9,39.2,44.0,19.7,2.13,4.7,755,Poor
3967,36.7,89.4,2.8,16.9,34.4,14.4,1.14,5.9,776,Moderate
6410,29.8,101.7,43.7,63.3,32.3,6.6,1.94,4.3,680,Poor
408,25.3,75.8,19.6,30.1,24.2,15.6,2.28,5.1,717,Moderate
4867,23.8,55.5,0.9,5.5,20.7,5.7,0.95,10.2,314,Good
3629,35.3,72.0,4.6,17.8,19.6,3.0,1.4,7.7,674,Moderate
7817,23.8,51.3,16.5,28.1,21.1,4.6,1.13,5.7,607,Moderate
5173,31.8,83.2,20.9,29.4,26.1,8.7,1.37,6.9,592,Moderate
6293,25.4,73.5,8.1,15.9,24.2,7.7,1.32,9.2,459,Moderate
7284,34.1,76.0,22.4,25.1,24.2,4.9,1.35,8.6,543,Moderate
5653,33.6,71.7,37.3,52.2,41.9,8.3,1.61,8.3,498,Poor
4619,26.3,53.5,13.4,15.3,10.9,5.0,1.12,10.5,537,Good
3734,31.4,76.8,1.9,7.4,21.3,6.9,0.91,10.6,379,Good
3964,28.4,52.2,3.2,7.2,14.0,6.6,0.94,11.8,501,Good
8827,33.0,63.8,5.2,11.4,29.6,7.4,1.43,6.9,374,Moderate
30,21.5,66.5,0.5,7.0,20.6,5.4,1.11,11.4,275,Good
25,27.3,72.3,6.2,11.2,16.7,5.8,1.01,10.2,465,Good
2600,24.7,67.6,2.2,5.7,13.2,6.3,1.02,10.3,511,Good
252,24.5,74.7,3.6,8.4,15.9,4.1,1.03,10.2,589,Good
7673,37.0,83.7,1.6,8.6,18.7,12.9,1.35,9.3,429,Moderate
1447,28.2,48.7,49.0,66.4,31.1,16.1,1.57,5.2,525,Moderate
3435,22.3,73.0,6.2,13.2,21.5,5.2,0.87,10.1,523,Good
5010,23.1,50.8,5.2,12.1,20.1,-0.2,1.07,10.4,383,Good
9504,33.1,72.1,26.5,33.3,25.9,4.8,1.05,10.9,505,Good
3829,21.9,49.7,5.8,9.9,27.2,6.3,0.99,10.5,459,Good
1826,27.4,71.7,2.8,6.6,25.4,3.7,1.03,10.0,301,Good
1319,28.0,70.5,1.4,3.2,14.8,7.8,1.13,11.9,551,Good
2845,27.3,53.5,0.2,8.1,16.9,8.9,1.0,10.2,392,Good
1697,21.2,78.6,4.4,10.0,22.4,6.6,1.07,10.7,282,Good
2971,20.5,68.2,11.3,16.5,25.9,5.4,1.04,12.7,408,Good
7818,29.5,79.1,22.6,31.0,32.6,7.7,1.65,5.7,371,Moderate
5007,31.6,74.9,3.7,16.1,24.5,11.3,2.46,5.0,541,Moderate
8868,23.5,42.5,43.7,48.0,25.7,6.8,0.92,11.6,265,Good
9836,25.7,61.8,19.3,26.6,27.5,4.0,1.0,10.2,544,Good
2940,43.7,98.0,6.6,20.2,37.6,14.3,1.71,7.6,625,Poor
9787,27.9,86.5,18.5,28.2,30.9,13.3,1.28,5.0,615,Moderate
8097,25.5,70.6,15.9,21.4,10.9,5.7,1.11,10.6,538,Good
2350,31.1,75.3,22.9,42.3,36.8,10.6,1.42,8.5,387,Moderate
7459,35.1,103.5,31.5,41.5,36.6,11.5,2.13,5.2,679,Poor
3137,37.2,90.4,36.3,54.5,40.2,21.0,2.26,4.8,712,Poor
6370,39.1,94.0,34.8,56.5,47.5,20.7,2.42,3.2,866,Hazardous
3887,37.1,56.7,29.6,46.2,31.2,-0.8,1.97,5.7,682,Poor
600,25.0,51.3,6.4,11.6,17.9,1.7,1.03,10.5,330,Good
2265,23.9,63.3,1.5,8.9,10.2,6.5,1.02,10.3,471,Good
8259,31.8,54.1,14.1,20.9,26.3,8.5,1.55,13.1,495,Moderate
3879,24.2,69.1,0.4,9.7,38.2,13.0,1.34,5.1,456,Moderate
9521,32.9,80.1,5.5,11.0,26.5,12.5,1.66,5.4,394,Moderate
8946,40.2,87.4,49.7,59.6,24.4,16.3,2.09,7.2,737,Poor
1725,32.6,66.1,2.1,14.7,21.5,14.1,1.57,5.7,421,Moderate
5541,30.1,72.3,26.4,30.8,18.8,12.3,1.17,10.5,315,Good
7833,17.7,56.0,13.0,18.3,17.3,2.0,1.0,10.9,245,Good
5485,25.0,64.5,36.8,38.6,18.7,4.8,1.1,10.4,464,Good
3490,30.7,57.2,8.8,11.9,24.2,5.5,0.96,18.8,587,Good
5512,26.3,86.2,62.8,78.9,34.9,12.8,1.47,5.4,387,Moderate
7924,30.8,57.6,11.2,15.1,20.3,7.6,1.04,10.5,362,Good
1673,32.1,59.4,13.7,24.2,25.5,15.0,1.39,5.8,585,Poor
1769,34.1,65.7,7.2,18.3,27.2,10.3,1.27,5.8,581,Moderate
3100,31.8,70.0,24.1,32.5,22.2,5.6,1.52,5.0,489,Moderate
9509,30.3,73.0,3.2,8.5,21.4,7.8,1.13,11.3,279,Good
9669,28.5,46.0,1.3,6.5,22.1,5.7,0.89,10.8,487,Good
8147,31.4,83.9,11.5,22.8,31.4,11.2,1.84,8.6,570,Moderate
3542,35.1,85.0,6.5,18.1,26.5,17.0,1.46,5.0,444,Poor
8715,29.5,71.0,2.2,12.6,31.7,12.9,1.45,6.9,438,Moderate
9877,29.1,36.8,19.1,26.8,20.6,-0.1,0.89,17.1,291,Good
9049,27.8,77.1,3.0,22.0,42.2,19.1,2.56,3.6,471,Hazardous
4766,32.4,80.5,10.4,18.7,27.8,-0.2,1.6,10.1,386,Moderate
5236,27.3,76.8,27.2,40.3,25.4,4.1,1.64,6.8,382,Moderate
1203,21.4,69.2,13.2,23.7,23.4,4.6,1.52,5.1,511,Moderate
121,23.7,66.3,13.4,18.1,15.6,6.0,1.01,10.5,527,Good
7793,32.1,100.3,19.0,39.9,50.5,10.9,2.78,3.4,769,Hazardous
6192,24.2,54.0,32.5,38.5,22.1,6.1,1.09,12.9,395,Good
8582,36.2,62.1,14.4,30.3,46.2,16.1,1.92,5.6,627,Poor
2112,28.2,57.0,22.8,25.2,20.2,4.7,0.93,11.1,507,Good
7221,25.2,49.1,5.8,10.8,24.1,6.1,0.98,10.7,426,Good
677,48.7,69.3,17.8,34.9,32.1,17.4,2.26,2.6,817,Poor
168,25.0,43.2,7.2,10.9,24.9,6.6,1.18,10.0,549,Good
383,21.0,83.3,5.2,16.0,22.6,9.2,1.57,6.6,632,Moderate
8776,23.8,65.2,10.6,19.8,12.7,4.8,1.13,12.0,286,Good
5852,34.6,79.8,22.7,36.6,45.3,12.4,2.08,3.9,709,Poor
147,29.9,73.2,29.5,35.7,25.7,7.0,1.76,5.1,488,Moderate
8413,32.6,46.3,13.7,23.1,30.1,4.4,1.5,7.1,600,Moderate
1459,27.2,54.2,2.1,5.6,22.4,5.5,0.92,11.9,402,Good
6890,31.1,81.3,51.7,60.9,23.2,9.8,1.5,6.2,401,Poor
5538,32.6,67.6,1.2,10.1,23.5,14.0,1.27,7.0,511,Moderate
8550,27.4,63.3,26.2,30.8,14.5,4.2,0.98,14.4,286,Good
6055,27.3,86.1,6.1,18.2,33.3,18.0,1.51,7.0,617,Moderate
1331,29.5,104.8,37.6,59.4,38.6,13.6,2.21,6.0,661,Hazardous
8824,35.3,75.0,0.9,21.1,38.3,9.2,1.46,3.8,667,Poor
2979,25.2,68.1,27.6,36.1,17.1,6.7,1.08,11.4,484,Good
6508,39.8,74.4,69.3,85.6,47.7,11.8,2.09,4.5,888,Poor
9998,18.0,68.6,1.1,10.5,13.3,5.0,0.8,11.6,397,Good
9748,33.3,78.1,4.5,26.0,48.6,23.0,2.53,3.9,694,Hazardous
2965,25.5,57.3,14.0,18.5,24.0,4.4,1.08,11.5,447,Good
2666,22.1,73.4,12.1,20.7,23.5,3.8,1.01,11.1,322,Good
5706,25.9,79.6,3.2,12.5,18.8,3.3,1.05,10.6,394,Good
3586,34.0,50.7,5.1,17.3,29.8,8.1,1.45,6.2,658,Moderate
996,38.6,76.4,8.1,15.6,29.5,19.4,1.41,3.2,653,Moderate
5966,19.8,73.7,29.5,38.5,26.5,8.9,0.94,12.2,540,Good
6865,34.2,76.3,15.4,25.2,30.7,11.8,1.57,6.1,335,Moderate
9974,25.1,48.4,3.2,5.7,22.3,3.2,1.08,10.8,504,Good
7890,23.7,65.4,5.8,11.3,24.1,8.6,0.66,14.5,372,Good
8683,30.1,74.2,7.2,18.4,22.6,6.4,1.35,5.4,315,Moderate
105,41.0,87.6,34.1,50.4,45.7,16.3,2.3,8.7,878,Poor
8663,25.3,60.9,3.6,7.9,15.2,1.5,1.06,12.4,349,Good
7107,26.8,44.8,1.0,10.7,25.8,6.1,1.06,13.9,598,Good
209,33.0,73.9,45.0,49.8,29.4,11.1,1.59,5.7,439,Moderate
2502,30.8,55.0,0.1,5.7,17.2,2.2,0.81,11.0,251,Good
9260,32.1,58.2,3.2,11.0,22.0,6.1,1.49,5.9,470,Moderate
2818,24.0,83.5,8.3,42.8,33.2,8.6,1.27,7.1,639,Moderate
1329,38.3,96.3,34.7,49.1,34.7,19.4,2.42,3.9,586,Hazardous
1877,32.3,61.4,2.0,9.8,24.9,7.9,1.04,16.6,344,Good
6232,26.8,82.2,0.8,12.6,20.0,10.3,1.23,5.4,315,Moderate
9402,25.3,73.5,9.6,17.9,28.3,4.9,1.62,5.3,590,Moderate
7456,34.2,75.9,10.7,27.1,27.4,15.3,1.82,6.4,457,Moderate
2300,33.9,90.0,28.1,44.0,36.2,23.3,1.73,5.2,412,Poor
418,29.9,73.0,12.0,20.7,25.2,10.5,1.42,5.2,333,Moderate
1080,33.8,79.4,30.7,40.8,24.3,15.3,1.58,6.7,641,Moderate
4628,30.2,63.9,16.4,21.4,27.5,2.3,0.93,10.8,249,Good
4868,28.5,73.1,0.3,5.9,21.3,3.4,0.99,11.6,206,Good
5531,20.8,67.0,1.1,2.0,14.3,5.2,0.84,13.4,267,Good
3136,36.4,96.8,51.1,88.1,31.1,14.6,2.6,4.5,651,Hazardous
6512,33.1,70.5,20.4,36.0,19.2,7.5,1.32,10.1,365,Moderate
7405,24.6,74.1,11.7,14.2,15.7,5.2,0.99,13.4,215,Good
6921,34.4,72.2,15.1,31.1,45.7,10.0,2.6,4.1,603,Hazardous
1956,32.7,63.5,43.0,48.1,31.7,9.8,1.51,5.1,349,Moderate
1726,36.8,70.4,38.3,43.7,24.9,14.6,1.22,10.3,305,Moderate
812,30.2,66.3,38.0,44.4,25.7,-2.3,1.58,7.0,395,Moderate
7671,34.3,69.2,20.2,33.8,23.7,12.5,1.51,11.4,384,Moderate
3874,29.5,73.3,2.6,10.2,13.0,5.6,0.94,12.8,381,Good
6063,31.1,89.8,94.2,99.7,28.9,18.7,1.31,5.5,467,Moderate
4927,38.5,91.5,117.2,123.7,36.8,8.1,3.43,8.3,411,Hazardous
4617,21.4,54.2,15.7,23.4,14.8,10.0,1.07,13.2,365,Good
1698,27.1,76.5,40.9,44.2,26.8,9.2,1.4,5.3,618,Moderate
2160,21.7,74.1,9.2,10.4,17.7,6.8,1.0,10.7,501,Good
5320,36.8,89.5,1.5,7.3,33.0,12.0,1.33,8.3,586,Moderate
6209,34.8,88.3,12.8,23.4,21.0,11.4,1.62,7.9,572,Moderate
1461,20.1,70.5,15.8,21.7,23.1,3.4,0.94,10.4,313,Good
3553,23.5,66.1,0.7,14.8,28.5,15.3,1.5,7.5,303,Moderate
4343,33.6,67.9,19.4,31.2,25.8,8.7,1.74,6.2,536,Moderate
2760,42.1,90.7,19.7,43.7,38.4,28.0,2.53,3.8,431,Hazardous
4882,34.7,87.0,2.6,19.2,34.2,32.3,2.57,3.4,619,Hazardous
3115,36.0,73.1,11.8,29.9,31.2,12.1,1.52,7.2,561,Moderate
8188,25.1,60.3,2.0,0.9,23.1,4.9,1.03,12.4,438,Good
9090,34.0,48.8,12.3,18.7,18.0,3.7,1.17,11.2,408,Good
9045,27.1,79.8,10.9,14.3,23.6,5.4,0.89,10.5,234,Good
6395,34.8,79.6,2.7,9.2,31.5,14.1,1.75,7.4,488,Moderate
423,22.5,67.3,1.8,4.9,20.6,5.1,1.14,12.2,567,Good
6173,28.0,49.7,1.8,10.9,27.6,5.6,1.03,11.8,520,Good
1356,23.5,52.2,24.9,31.1,19.4,7.1,1.03,10.1,466,Good
8757,22.4,54.5,6.5,13.9,14.0,7.0,1.04,11.2,391,Good
9693,45.8,68.7,136.7,155.0,36.2,17.5,2.11,2.9,717,Hazardous
5279,31.1,81.7,8.5,16.2,22.2,10.6,1.53,8.1,607,Moderate
259,29.9,58.5,17.5,20.8,23.2,15.2,1.48,5.2,508,Moderate
4280,29.2,75.9,1.1,7.5,26.6,4.5,0.84,11.1,541,Good
1012,26.0,46.2,14.1,19.1,23.9,4.6,0.99,12.1,502,Good
8908,22.8,76.5,9.7,14.3,22.0,2.5,1.11,13.7,327,Good
3715,40.8,102.2,17.8,42.5,40.9,17.2,1.87,8.2,459,Hazardous
6234,26.1,41.5,5.0,11.7,25.6,6.8,0.96,10.0,332,Good
1398,28.8,52.5,7.4,15.2,21.5,7.7,0.99,10.7,359,Good
6110,31.4,72.5,19.1,31.6,29.2,14.2,1.46,5.2,496,Moderate
5659,31.6,65.4,80.8,89.7,16.8,22.2,2.99,6.2,704,Poor
2548,30.2,101.7,0.3,23.9,29.3,16.4,2.11,3.2,601,Poor
6650,21.3,60.2,0.6,8.1,14.4,6.9,1.0,11.5,231,Good
6156,33.9,58.3,15.3,29.1,23.1,7.3,1.37,9.5,659,Moderate
6441,26.3,77.6,2.3,8.7,17.8,7.1,1.19,11.2,618,Good
6160,28.2,79.5,2.5,11.7,13.0,5.4,1.39,5.4,524,Moderate
8170,27.4,56.1,3.7,13.0,30.2,12.4,1.88,5.3,654,Moderate
8224,41.3,72.2,10.0,28.3,40.3,21.8,2.66,3.3,949,Hazardous
4635,23.4,63.6,1.5,7.3,17.3,9.0,1.04,12.1,386,Good
551,25.6,45.4,2.2,0.5,18.7,2.9,1.04,11.6,345,Good
555,31.4,58.6,12.6,18.1,22.4,7.2,1.01,11.1,441,Good
8140,36.6,92.5,10.0,21.2,42.8,17.6,2.23,5.2,672,Poor
1142,17.2,45.5,3.7,9.1,15.3,7.3,0.93,12.4,511,Good
5616,31.1,50.4,19.9,38.5,43.7,15.8,2.47,3.8,643,Poor
6971,35.5,82.5,3.1,10.4,18.5,26.1,1.49,4.1,746,Poor
3580,34.2,74.1,3.1,10.6,23.8,13.2,1.68,5.2,368,Moderate
4541,19.0,43.4,0.4,4.7,13.9,8.0,0.9,12.9,551,Good
7821,28.5,56.5,12.3,18.5,11.2,4.6,1.03,10.1,351,Good
201,29.0,77.2,23.3,32.4,35.5,5.2,1.89,7.8,507,Moderate
4602,30.3,54.6,4.9,9.1,12.8,1.7,0.9,10.9,336,Good
6990,43.7,98.0,63.7,72.9,37.2,17.8,3.08,4.5,524,Poor
1077,30.8,45.5,10.8,19.5,24.4,3.6,1.06,11.4,563,Good
4799,37.4,90.6,35.3,52.7,37.3,12.2,1.97,5.2,439,Poor
6344,30.4,72.9,25.4,36.8,22.5,17.7,1.31,6.8,614,Moderate
6510,37.1,76.0,10.2,27.2,27.3,-0.2,1.95,6.2,623,Moderate
6907,25.4,71.7,32.0,40.2,15.9,4.4,0.98,10.0,314,Good
727,26.6,68.6,2.9,7.8,18.2,-0.8,0.99,11.1,558,Good
1898,31.5,67.7,2.0,10.5,32.2,9.2,1.32,5.7,422,Moderate
4411,30.8,84.4,40.0,52.5,22.9,7.3,1.67,5.9,622,Moderate
343,20.6,42.2,11.2,13.4,26.5,4.8,1.15,11.4,556,Good
2915,20.9,57.5,0.3,5.3,24.4,4.0,0.95,10.9,343,Good
1570,34.8,57.6,96.6,115.2,40.3,12.5,2.09,4.4,703,Poor
1499,29.2,71.5,15.7,31.3,28.5,9.1,1.55,5.5,329,Moderate
1871,46.5,125.1,106.4,126.6,29.9,22.9,2.23,6.0,618,Hazardous
6264,38.7,94.6,133.8,156.7,30.2,28.1,2.23,4.7,597,Poor
6523,27.4,82.6,5.6,14.8,24.1,7.5,1.67,8.1,610,Moderate
7901,24.2,58.3,6.0,15.7,30.6,14.0,1.45,6.7,533,Moderate
3086,37.0,88.2,13.1,42.2,36.4,7.9,2.13,3.4,775,Hazardous
840,33.5,67.9,23.9,36.2,20.8,15.4,1.33,10.6,327,Moderate
9412,38.3,105.2,2.5,8.6,41.2,20.2,3.1,5.4,630,Hazardous
1453,29.4,41.0,4.1,11.6,29.2,13.7,1.16,7.9,331,Moderate
9442,21.2,78.5,10.6,17.4,18.7,2.5,1.11,12.0,320,Good
9259,26.2,46.8,1.1,8.7,14.2,6.4,0.78,10.5,571,Good
4360,39.7,84.6,17.1,32.5,44.3,27.7,2.51,3.0,731,Poor
8019,35.0,83.4,61.9,76.5,29.7,13.4,1.55,4.3,648,Poor
9726,30.9,78.4,11.2,18.1,13.7,3.1,1.06,11.0,522,Good
940,40.5,85.9,30.0,37.8,30.5,6.1,1.39,5.5,378,Moderate
2258,20.1,60.1,1.3,6.0,12.7,6.1,0.94,10.7,215,Good
7995,30.9,51.5,10.6,14.1,13.3,5.2,1.06,10.2,368,Good
1947,43.5,61.1,38.1,50.8,47.1,16.1,2.65,3.5,887,Hazardous
9795,31.1,78.0,6.2,6.9,20.5,7.3,1.25,5.0,292,Moderate
6975,34.9,94.4,11.7,19.3,32.0,13.2,2.26,4.7,719,Poor
2024,35.3,81.8,83.4,89.3,28.3,4.3,1.61,6.2,552,Moderate
9975,21.9,47.6,5.6,11.3,11.5,8.1,1.0,10.6,504,Good
1111,23.0,60.1,4.0,7.3,22.6,3.7,1.02,11.0,592,Good
8772,41.9,73.0,22.8,43.9,37.5,14.0,2.1,5.3,702,Hazardous
9366,20.5,74.4,1.2,5.8,24.1,4.3,1.05,10.4,573,Good
5421,31.3,65.2,6.3,19.7,28.1,5.1,1.09,10.2,432,Good
4004,32.4,70.7,97.9,109.5,29.4,9.4,2.04,3.7,675,Poor
2634,26.4,67.1,8.8,11.3,33.1,13.1,1.88,4.4,558,Moderate
6786,30.7,77.5,17.1,26.8,22.1,11.2,1.44,9.4,551,Moderate
544,23.3,64.0,0.8,6.1,15.1,5.0,1.04,10.6,306,Good
255,26.9,70.7,14.6,26.1,25.9,20.9,1.59,5.8,666,Moderate
8559,36.4,78.9,7.4,22.7,29.7,16.2,2.04,2.9,827,Poor
7066,36.1,66.6,18.9,30.8,29.2,9.9,1.68,7.2,688,Moderate
6341,24.0,60.4,25.3,32.2,22.6,4.4,0.99,10.5,467,Good
3396,33.1,90.8,16.2,50.3,28.2,5.5,2.31,2.6,652,Hazardous
1187,27.0,72.0,12.9,13.6,18.4,4.1,1.19,15.4,569,Good
7075,30.3,72.0,8.1,17.0,21.8,11.4,1.45,8.2,616,Moderate
214,34.6,69.6,24.2,39.7,33.1,10.0,1.75,7.4,548,Moderate
9020,34.5,54.1,20.5,31.2,28.5,12.0,1.53,7.5,634,Moderate
7870,26.2,47.0,1.2,13.6,31.5,13.7,1.52,7.4,662,Moderate
2889,28.1,75.8,2.5,10.7,24.5,4.0,1.11,11.6,370,Good
6250,19.8,82.0,33.6,34.1,22.5,4.9,0.95,12.2,357,Good
4894,20.6,51.4,24.5,28.4,23.4,2.9,1.04,11.2,408,Good
8933,24.6,76.6,3.5,11.0,15.7,7.0,0.97,10.9,403,Good
3108,36.9,78.4,40.8,53.3,32.5,12.2,1.55,4.4,688,Poor
8362,38.2,76.1,16.1,29.6,21.6,18.7,2.42,4.9,730,Poor
726,37.0,80.6,38.4,49.4,35.1,21.3,2.3,12.9,532,Poor
7499,31.3,58.7,28.0,41.5,19.1,1.6,1.09,11.1,432,Good
6437,37.2,73.5,42.8,49.0,33.2,11.7,1.5,6.1,551,Moderate
76,34.6,79.7,85.7,92.3,30.6,-0.3,2.44,8.5,398,Poor
9778,25.7,50.1,3.2,11.0,20.2,-0.8,0.98,16.1,223,Good
2581,31.5,60.7,2.4,9.3,20.8,5.3,1.05,11.2,367,Good
7307,25.3,58.3,0.3,3.7,16.0,5.8,1.02,18.2,331,Good
5101,25.8,62.1,23.6,29.8,22.0,8.1,1.04,10.2,333,Good
1857,35.0,72.4,1.5,10.4,39.1,14.5,1.49,6.6,557,Moderate
4308,41.5,85.8,10.6,21.6,34.2,7.8,2.12,9.1,534,Poor
9824,28.7,76.6,11.1,18.7,23.3,18.4,1.7,5.4,445,Moderate
941,22.8,77.4,3.0,8.4,26.9,3.6,1.18,12.2,366,Good
3003,28.5,65.6,34.6,43.1,30.4,-0.2,1.4,8.4,516,Moderate
2194,29.1,58.5,19.4,27.6,20.0,7.0,0.9,10.4,337,Good
9369,22.9,57.4,12.4,15.5,19.1,6.6,1.1,10.5,281,Good
1778,27.7,66.9,3.4,8.9,23.0,5.5,0.92,13.6,595,Good
6781,36.0,63.9,38.0,49.8,28.3,31.1,1.82,4.3,567,Poor
3763,34.6,77.5,23.5,43.0,22.1,5.8,1.78,6.0,620,Moderate
8103,22.7,66.0,2.1,6.5,25.4,6.0,1.05,11.6,588,Good
8203,33.2,90.3,17.4,36.4,38.1,9.2,1.78,4.3,740,Poor
4709,23.6,66.3,2.0,5.3,25.5,2.5,0.83,10.1,260,Good
